text,label,date,favorites,retweets,mentions,hashTags,id,subject
"Na base de checagens sobre #COVID19, há DEZENAS de artigos sobre outros produtos que também NÃO tiveram eficácia contra o vírus cientificamente comprovada. Junto com a #Cloroquina, estão: chá de erva doce, café, limão com bicarbonato... Visite: http://coronaverificado.news",t,2020-07-17 04:49:57+00:00,0.0,3.0,,#COVID19 #Cloroquina,1.28398728011026e+18,Chá de limão com bicarbonato quente cura coronavírus
"ontem cheguei do trabalho passando mal ja pensei logo q peguei corona e comecei a pensar q ainda n fui no show dos bts, aooo desespero, ai eu tomei bicarbonato com limão, arrotei e passou ",f,2020-07-11 14:12:23+00:00,0.0,0.0,,,1.28195449475082e+18,Chá de limão com bicarbonato quente cura coronavírus
"Já ouvi a receita de água morna com limão e bicarbonato, a topzinha hidroxicloroquina e mais recentemente um remédio q tem eficácia no tratamento contra PARASITAS e ñ existem estudos conclusivos q mostrem eficiência no tratamento da covid-19. Uma tamanha falta de responsabilidade",t,2020-07-11 01:51:44+00:00,0.0,1.0,,,1.2817681017308e+18,Chá de limão com bicarbonato quente cura coronavírus
"minha mãe mandou um video no zap q era um pastor falando que se tu fizer gargarejo todo dia com meio copo de água morna, meio limão espremido e bicarbonato de sódio tu não vai pegar coronavírus pq supostamente o vírus fica na garganta 4 dias antes de começar a te infectar",f,2020-07-10 15:56:51+00:00,0.0,6.0,,,1.28161839594808e+18,Chá de limão com bicarbonato quente cura coronavírus
Olha o bicarbonato é sim anti-séptico.Misturado com o limão se você beber é o sal de frutas tipo eno para azia. Mas não tem nada provado sobre o corona.,t,2020-07-03 01:57:18+00:00,0.0,2.0,,,1.27887039899472e+18,Chá de limão com bicarbonato quente cura coronavírus
Lá vou eu pesquisar sobre gargarejo de limão com bicarbonato pra dizer aos meus avós da maneira certa q essa merda não cura coronavírus,t,2020-06-26 16:30:49+00:00,0.0,2.0,,,1.27655351205118e+18,Chá de limão com bicarbonato quente cura coronavírus
#CovidCheck É verdade que em Israel não houve mortes por #Covid19 graças a um remédio feito de bicarbonato de sódio e limão? Veredicto: Incorreto. https://covidcheck.pt/nao-se-deixe-enganar/em-israel-nao-houve-mortes-por-covid-19-gracas-a-um-remedio-feito-de-bicarbonato-de-sodio-e-limao/ #MediaLab_iscte,t,2020-06-26 13:20:04+00:00,0.0,0.0,,#CovidCheck #Covid19 #MediaLab_iscte,1.27650551171066e+18,Chá de limão com bicarbonato quente cura coronavírus
ok minha mãe me obrigou a fazer gargarejo de bicarbonato de sodio com limão pq ela diz que protege as células da garganta contra o coronavírus,f,2020-06-25 01:57:21+00:00,0.0,14.0,,,1.27597131133707e+18,Chá de limão com bicarbonato quente cura coronavírus
"duas fake news revoltantes: água com limão e bicarbonato contra o corona vírus prefeituras distribuindo mascaras contaminadas para infectar as pessoas de propósito eu acho que os nosso pais e avós acreditavam mesmo no bicho papão, não era só pra assustar a gente não",t,2020-06-15 22:20:56+00:00,0.0,9.0,,,1.27265535802945e+18,Chá de limão com bicarbonato quente cura coronavírus
produtos brasileiros que com certeza seriam capazes de combater o corona: bicarbonato com limão,f,2020-06-11 22:52:47+00:00,0.0,1.0,,,1.27121381856846e+18,Chá de limão com bicarbonato quente cura coronavírus
"é difícil explicar aos bozominions que apesar da cloroquina, enxofre do alho,gargarejo com água morna,limão e bicarbonato,chá de boldo e outros, as mortes por coronavírus continuam aumentando no brasil e se não fizermos uma quarentena de verdade chegaremos a 5 mil mortos por dia",t,2020-06-10 20:16:36+00:00,9.0,27.0,,,1.27081212751165e+18,Chá de limão com bicarbonato quente cura coronavírus
meu pai tá fazendo gargarejo com bicarbonato e limão pra matar o coronavirus... ,f,2020-06-10 17:40:04+00:00,0.0,2.0,,,1.27077273540956e+18,Chá de limão com bicarbonato quente cura coronavírus
"""água morna com limão e bicarbonato pra limpar o covid da garganta""",f,2020-06-09 00:26:21+00:00,0.0,0.0,,,1.27015020534261e+18,Chá de limão com bicarbonato quente cura coronavírus
"Acabei de me curar do covid com um chá de erva cidreira, 3 gotinhas de limão, 2 cravos, bicarbonato de sódio e 2 colher de limpa alumínio",f,2020-06-08 10:37:55+00:00,0.0,2.0,,,1.26994171984547e+18,Chá de limão com bicarbonato quente cura coronavírus
"meu pai recebeu um vídeo dizendo que bicarbonato e limão não deixava o corona viver na garganta. dois segundos e, obviamente, descobri que era fake news. ",t,2020-06-05 11:00:55+00:00,0.0,0.0,,,1.26886034741656e+18,Chá de limão com bicarbonato quente cura coronavírus
"Fui pegar empréstimo no banco e o gerente ficou falando pra mim que fazer gargarejo com água quente, limão e bicarbonato de sódio previnem a covid...",f,2020-06-04 22:10:30+00:00,2.0,8.0,,,1.26866646528212e+18,Chá de limão com bicarbonato quente cura coronavírus
"no caso, pra explicar pra minha tia porque gargarejo com limao e bicarbonato nao funciona pro corona",t,2020-06-04 19:21:23+00:00,0.0,0.0,,,1.26862390392193e+18,Chá de limão com bicarbonato quente cura coronavírus
MINHA MÃE TOMA BICARBONATO COM LIMÃO P NÃO PEGA COVID KKKKKKKKKKKKKKKKKKKKKKKKKKK,f,2020-06-04 15:37:37+00:00,0.0,0.0,,,1.26856759277778e+18,Chá de limão com bicarbonato quente cura coronavírus
"""Receita com água morna, bicarbonato de sódio e limão cura o coronavírus."" Segundo o Ministério da Saúde, até o momento (03/04/20) não há nenhum medicamento, substância, vitamina, alimento específico ou vacina que possa prevenir a infecção pelo novo coronavírus.",t,2020-06-04 02:40:29+00:00,0.0,0.0,,,1.26837202025496e+18,Chá de limão com bicarbonato quente cura coronavírus
logo de manhã e uma tia já lança no grupo da família um vídeo de um cara aparentemente pastor falando que gargarejo de limão e bicarbonato cura o coronavírus,f,2020-06-03 11:43:37+00:00,0.0,2.0,,,1.2681463143045e+18,Chá de limão com bicarbonato quente cura coronavírus
"Minha mãe viu no fb um maldito pastor charlatão falando que tomar limão com bicarbonato cura a covid, eu disse a ela que era mentira porque se fosse verdade o mundo inteiro estaria comentando. Ela ficou brava cmg ainda e me chamou de herege.",t,2020-05-31 15:42:14+00:00,0.0,6.0,,,1.26711920161924e+18,Chá de limão com bicarbonato quente cura coronavírus
"Se vc acredita que misturar água morna, limão e bicarbonato vai te curar e te manter imune ao covid, eu te acho burro sim!",t,2020-05-30 16:08:32+00:00,0.0,2.0,,,1.26676343232755e+18,Chá de limão com bicarbonato quente cura coronavírus
A minha caiu que tomar bicarbonato de sódio e limão evita o corona,f,2020-05-30 04:53:11+00:00,0.0,1.0,,,1.26659347550983e+18,Chá de limão com bicarbonato quente cura coronavírus
eu tendo que caçar noticias pra mostrar a minha mãe que bicarbonato e limão nao mata o covid ,t,2020-05-29 23:16:18+00:00,0.0,4.0,,,1.26650869801024e+18,Chá de limão com bicarbonato quente cura coronavírus
ai eu tenho uma pena daquela menina que aparece no programa do coronavírus que tem que desmentir as fake news imagina acordar todo o dia de manhã pra falar gente! chá de limão com bicarbonato não te protege contra o vírus !,t,2020-05-29 13:28:44+00:00,0.0,1.0,,,1.26636083046925e+18,Chá de limão com bicarbonato quente cura coronavírus
notícia oficial gargarejo de bicarbonato com limão acabou com corona virus em israel,f,2020-05-28 20:53:05+00:00,0.0,4.0,,,1.26611026726559e+18,Chá de limão com bicarbonato quente cura coronavírus
"Eu malzona e minha tia: - O Maira, no grupo de WhatsApp da igreja, uma irmã mandou um vídeo de uma receita caseira para gargarejo com bicarbonato, vinagre e limão. Porque o Covid aloja na garganta por uns dias até chegar no pulmão, e com essa receita, você o elimina. Que??",f,2020-05-26 20:51:08+00:00,1.0,3.0,,,1.26538500169417e+18,Chá de limão com bicarbonato quente cura coronavírus
minha vó ta me passando uma receita de bicarbonato com limão pra matar o corona,f,2020-05-24 23:13:31+00:00,0.0,0.0,,,1.26469605715546e+18,Chá de limão com bicarbonato quente cura coronavírus
@jairbolsonaro Remédio para eliminar o coronavirus é BICARBONATO DE SÓDIO. Diluir uma colher em um copo francês com suco de limão ou laranja. Tchau corona! Ah! ⁴ dias seguidos,f,2020-05-24 02:15:29+00:00,0.0,0.0,@jairbolsonaro,,1.26437946090584e+18,Chá de limão com bicarbonato quente cura coronavírus
Minha mãe tá fazendo gargarejo com bicarbonato de sódio e limão para combater o corona vírus Boa noite,f,2020-05-23 23:56:30+00:00,0.0,17.0,,,1.26434448397143e+18,Chá de limão com bicarbonato quente cura coronavírus
"graças a fake news que espalharam meu avô tomou bicarbonato com limão pq diziam que matava o coronavírus,resultado atacou tudo nele até começo de derrame ele teve a galera tem que começar a ter mais responsabilidade com as coisas que compartilham",t,2020-05-22 15:30:08+00:00,2.0,12.0,,,1.26385466556701e+18,Chá de limão com bicarbonato quente cura coronavírus
"vocês tem esperança para o Brasil? porque quanto mais vivo aqui, mais desesperada eu fico. não há nada que eu mostre (explique, desenhe) que faça a galera entender coisas básicas, tipo que gargarejo com bicarbonato, limão e água morna não é eficaz contra o coronavírus.",t,2020-05-21 19:37:10+00:00,0.0,6.0,,,1.26355444773891e+18,Chá de limão com bicarbonato quente cura coronavírus
"Tipo de fake news que eu preciso desmentir no grupo da família: ""gargarejo com limão e bicarbonato de sódio previne o coronavirus, informação é de Israel que não tem muitos casos da doença"". Quem disse. Isso é um pastor de sei lá onde.",t,2020-05-21 17:46:29+00:00,0.0,0.0,,,1.26352659446074e+18,Chá de limão com bicarbonato quente cura coronavírus
"Ah nem contei a maior. Meu pai todo dia me fez fazer gargarejo com limão, água morna e bicarbonato pq diz q se o corona tiver na garganta, mata. Até aí ok. Mas ontem ele chegou com uma penca de remédio, inclusive remédio de verme q diz que se tiver com corona, cura.",f,2020-05-20 13:26:12+00:00,0.0,6.0,,,1.26309870183013e+18,Chá de limão com bicarbonato quente cura coronavírus
* Prefeito abre processo administrativo contra 18 agentes comunitários de saúde https://www.cnoticia.com.br/2020/05/processo.html Compartilhe com amigos! Limão com bicarbonato não cura covid-19 e pode fazer mal à saúde. https://www.cnoticia.com.br/2020/05/Fake.html,t,2020-05-20 00:06:54+00:00,0.0,0.0,,,1.26289755189383e+18,Chá de limão com bicarbonato quente cura coronavírus
ela deve ter visto no zap que gargarejo de bicarbonato com limão previne contra a covid,f,2020-05-19 16:14:46+00:00,0.0,0.0,,,1.26277873503353e+18,Chá de limão com bicarbonato quente cura coronavírus
"Domingo quase 22h e meu marido tendo que argumentar com um tio dele que mandou uma mensagem dizendo que a cura do covid-19 é água morna, limão e bicarbonato - que é isso que está salvando Israel. É difícil a vida de quem tem cérebro na quarentena.",t,2020-05-18 00:54:10+00:00,0.0,3.0,,,1.2621846700008e+18,Chá de limão com bicarbonato quente cura coronavírus
"Libera a água com limão e bicarbonato, presidente. Israel venceu a Covid-19 assim. ",f,2020-05-17 17:04:28+00:00,0.0,0.0,,,1.26206646658685e+18,Chá de limão com bicarbonato quente cura coronavírus
"Um tio meu me mandou uma fake news de um pastor dizendo que água com bicarbonato e limão previne covid. Eu fui bem duro com ele na resposta. Minha mãe me criticou. Mas sinceramente, uma pessoa que nunca fez parte da vida da nossa família. Abandonou minha avó por causa da mulher",t,2020-05-17 01:39:41+00:00,0.0,13.0,,,1.26183373889335e+18,Chá de limão com bicarbonato quente cura coronavírus
recebi no zap um pastor achou a cura da covid meia banda de limao + bicarbonato,f,2020-05-16 05:27:59+00:00,1.0,24.0,,,1.26152880186501e+18,Chá de limão com bicarbonato quente cura coronavírus
"""Água com bicarbonato e meio limão espremido, mata o corona vírus e ainda rejuvenesce 10 anos""",f,2020-05-15 18:31:59+00:00,0.0,0.0,,,1.26136371619028e+18,Chá de limão com bicarbonato quente cura coronavírus
Bicarbonato agua morna e limao Gargarejo Nao pega covid Meu avo disse !,f,2020-05-15 00:02:44+00:00,0.0,3.0,,,1.26108456354943e+18,Chá de limão com bicarbonato quente cura coronavírus
"Enquanto isso no grupo da família: -Água, limão e bicarbonato combate coronavirus -Bicarbonato cura o Câncer",f,2020-05-14 02:17:27+00:00,0.0,2.0,,,1.26075607953903e+18,Chá de limão com bicarbonato quente cura coronavírus
minha mãe compartilhando vídeo de pastor ensinando a combater o covid com gargarejo de suco de limão com bicarbonato de sódio ,f,2020-05-12 04:09:09+00:00,0.0,1.0,,,1.26005941290921e+18,Chá de limão com bicarbonato quente cura coronavírus
"Ontem minha mãe perguntou como está a pandemia em Israel, porque minha prima (evangélica) mandou um vídeo no zipzop de um pastor receitando bicarbonato com água morna e limão para combater o Covid-19. No vídeo o pastor dizia que a receita vinha de lá.",f,2020-05-11 16:40:14+00:00,0.0,0.0,,,1.25988603985183e+18,Chá de limão com bicarbonato quente cura coronavírus
"""chá de limão com bicarbonato de sódio e azitromicina cura coronavirus"" beleza uma pessoa que tem conhecimento e consegue buscar as verdadeiras fontes sabe que isso não é verdade, mas tu pega uma idosa que não tem formação acadêmica, e aí? ela pode por a vida dela em risco",t,2020-05-10 21:28:27+00:00,2.0,8.0,,,1.25959618650543e+18,Chá de limão com bicarbonato quente cura coronavírus
"CUIDADO!! Gargarejo de limão com bicarbonato de sódio e água morna, além de NÃO MATAR o novo coronavírus, pode fazer mal à sua saúde! Entenda por que lendo este artigo de checagem de fatos: https://www.boatos.org/saude/gargarejo-limao-bicarbonato-de-sodio-agua-morna-mata-coronavirus-garganta.html",t,2020-05-10 19:48:48+00:00,0.0,0.0,,,1.25957110807812e+18,Chá de limão com bicarbonato quente cura coronavírus
"@oatila não sei se vc vai ver esse twit, recebi um vídeo onde diz que Israel está usando como forma de combater o coronavirus, fazer gargarejo com bicarbonato de sódio e limão, alegando que o vírus fica na garganta por um tempo e com isso o virus não se e",f,2020-05-10 03:29:58+00:00,0.0,0.0,@oatila,,1.25932477838261e+18,Chá de limão com bicarbonato quente cura coronavírus
É #FAKE que limão e bicarbonato evitam morte por coronavírus | Fato ou Fake | G1 ,t,2020-05-10 01:32:50+00:00,1.0,0.0,,#FAKE,1.25929529883016e+18,Chá de limão com bicarbonato quente cura coronavírus
meu pai brigou com o cunhado da minha mãe pq o mano falou que limão e bicarbonato não cura o corona kkkkkkkkkkkkkk,t,2020-05-10 00:47:45+00:00,0.0,0.0,,,1.25928395202571e+18,Chá de limão com bicarbonato quente cura coronavírus
"Me colocaram num grupo de whatsapp do prédio. Hj mandaram fake News de pastor indicando bicarbonato, limão e água morna pra covid. Desmenti com links da imprensa, do ministério da saúde. Tive q ler q essas instituições só divulgam o q querem. Merecemos o governo Bolsonaro, viu...",t,2020-05-09 16:38:40+00:00,0.0,19.0,,,1.25916087287175e+18,Chá de limão com bicarbonato quente cura coronavírus
Pessoa me compartilha vídeo dizendo que BICARBONATO COM LIMÃO combate coronavirus e se ofende quando eu corrijo.,t,2020-05-09 01:44:52+00:00,0.0,1.0,,,1.25893593779238e+18,Chá de limão com bicarbonato quente cura coronavírus
minha tia me mandando o vídeo do pastor que diz que gargarejar bicarbonato de sódio com água e limão e cura o corona pq ele fica 4 dias na garganta e que esse é o método lá em israel olha kkkk ,f,2020-05-09 00:31:13+00:00,0.0,0.0,,,1.25891740304982e+18,Chá de limão com bicarbonato quente cura coronavírus
"Receita com limão e bicarbonato, além de não evitar mortes por coronavírus, pode ser prejudicial à saúde. Confira: #iG",t,2020-05-08 19:05:11+00:00,1.0,2.0,,#iG,1.25883535459081e+18,Chá de limão com bicarbonato quente cura coronavírus
"a esposa do meu avô acabou de mandar um video no zap, de um PASTOR, cujo amigo que mora nos EUA, recebeu uma receita de um JUDEU de ISRAEL, que está curando todo mundo lá de covid e por isso israel está imune, mas a MIDIA NÃO NOTICIA a receita GARGAREJO COM BICARBONATO E LIMÃO",f,2020-05-08 18:19:26+00:00,0.0,10.0,,,1.25882384156192e+18,Chá de limão com bicarbonato quente cura coronavírus
"Aí hoje ele mandou um vídeo de um tal pastor de Praia Grande, SP, dizendo que tinha um chá de limão com bicarbonato pra fazer gargarejo que matava o coronavírus, que fica 4 dias preso na garganta. E em Israel TD mundo faz esse gargarejo e por isso não se tem notícias de (+)",f,2020-05-08 18:10:58+00:00,0.0,0.0,,,1.25882171012569e+18,Chá de limão com bicarbonato quente cura coronavírus
"Bicarbonato com limão agua morna, gargarejo ponto final, Bye Bye coronavírus ",f,2020-05-08 16:35:22+00:00,1.0,4.0,,,1.25879765212637e+18,Chá de limão com bicarbonato quente cura coronavírus
"Simmm, antes dele falar sobre o câncer ele disse que em Jerusalém quase não tinha corona pq todo dia a população limpava a garganta com bicarbonato e limão ",f,2020-05-08 14:21:49+00:00,0.0,0.0,,,1.25876404629324e+18,Chá de limão com bicarbonato quente cura coronavírus
Limão com bicarbonato não cura covid-19 e pode fazer mal à saúde | Exame https://exame.abril.com.br/ciencia/limao-com-bicarbonato-nao-cura-covid-19-e-pode-fazer-mal-a-saude/,t,2020-05-08 12:57:37+00:00,0.0,0.0,,,1.25874285312526e+18,Chá de limão com bicarbonato quente cura coronavírus
"Acabei de ouvir um vídeo para com meio copo de água, uma colher de bicarbonato e meio limão. Fazer gargarejo todos os dias à noite. Segundo o autor do vídeo, essa dica é de Israel, assim não pega o COVID-19. @gugachacra por gentileza tem alguma informações sobre. @globonews",f,2020-05-08 11:43:31+00:00,0.0,0.0,@gugachacra @GloboNews,,1.25872420837441e+18,Chá de limão com bicarbonato quente cura coronavírus
"Limão+bicarbonato+água morna NAO CURA Covid19.Alivia levemente sintomas e pode causar outros problemas (como dizia a reportagem). Mas cismaram q é só um gargarejo, q ate um médico tinha receitado e ainda falaram ""NINGUEM É OBRIGADO A TOMAR"". Ignoro ou respondo a altura? PQP",t,2020-05-08 02:52:06+00:00,0.0,0.0,,,1.25859047247542e+18,Chá de limão com bicarbonato quente cura coronavírus
Preventivo: 200ml de água morna + uma colher de chá de bicarbonato + meia banda de limão para GARGAREJAR( O CORONAVÍRUS SE ALOJA 4 DIAS NA GARGANTA)-RECEITA JUDIA.,f,2020-05-07 22:50:07+00:00,0.0,0.0,,,1.25852957257796e+18,Chá de limão com bicarbonato quente cura coronavírus
"Pastor de Praia Grande espalha 'fake news' com receita que cura o coronavírus vídeo Receita com água morna, bicarbonato de sódio e limão já foi desmentida pelo Ministério da Saúde ",t,2020-05-07 21:15:38+00:00,0.0,0.0,,,1.25850579492612e+18,Chá de limão com bicarbonato quente cura coronavírus
"Daí minha mãe manda um vídeo que alguém mandou pra ela. Um pastor da Assembléia que disse que recebeu do irmão que mora nos EUA e este por sua vez recebeu de alguém de Israel. Misturar água morna, bicarbonato de sódio e limão e fazer gargarejo pra matar o corona.",f,2020-05-07 17:08:29+00:00,0.0,6.0,,,1.25844360110263e+18,Chá de limão com bicarbonato quente cura coronavírus
"Minha mãe recebeu no zap a cura do Covid-19. - água - bicarbonato - limão mas se não tiver limão pode ser vinagre. é só tomar todo dia cedo e às 18:00. pois é galerinha, quem mandou foi uma serva de Deus tô fazendo e tá dando super certo!! recomendo mto ",f,2020-05-05 15:05:07+00:00,1.0,2.0,,,1.25768777705698e+18,Chá de limão com bicarbonato quente cura coronavírus
se tem uma coisa que me tira do sério é propagação de fake news sobre assuntos sérios de saúde. O que motiva uma pessoa a fazer uma corrente dizendo que bicarbonato de sódio e limão CURAM o coronavírus? Só consigo pensar q esse tipo de gente tem o prazer de colocar vidas em risco,t,2020-05-04 15:33:51+00:00,2.0,8.0,,,1.25733262192907e+18,Chá de limão com bicarbonato quente cura coronavírus
"meu tio acabou de mandar uma corrente no grupo da família sobre tomar bicarbonato de sódio, limão e água quente pra curar o coronavirus e eu disse que era fakenews e ele disse que não pq foi o grupo da igreja que mandou GENTE PELO AMOR DE DEUS",t,2020-05-04 01:10:06+00:00,0.0,1.0,,,1.25711524865966e+18,Chá de limão com bicarbonato quente cura coronavírus
" Boldo,limão e bicarbonato é bom p estômago ruim. Coronavírus só rezando e se prevenindo. ",t,2020-05-03 23:07:05+00:00,0.0,1.0,,,1.25708429267871e+18,Chá de limão com bicarbonato quente cura coronavírus
"Gargarejo para não pegar o Covid 19 e nem o 20,21,22,23... Agua morna, uma colher de chá de bicarbonato de sódio, um pouco de vinagre. Fazer 1 vez por dia. Tem também o própolis de mel com limão, espirrar na garganta. Gargarejo com limão, aguá e uma pitadinha de sal. SAÚDE!",f,2020-05-03 18:09:53+00:00,1.0,2.0,,,1.25700949794142e+18,Chá de limão com bicarbonato quente cura coronavírus
Meu tio acabou de mandar uma corrente no grupo da família do zap™ que Israel tá curando corona virus com: Limão e bicarbonato de sódio,f,2020-05-03 00:43:47+00:00,0.0,2.0,,,1.25674623958192e+18,Chá de limão com bicarbonato quente cura coronavírus
"ignorante: não, esse negócio aí de vacina é invenção pra indústria farmacêutica ganhar mais mesma pessoa: po vi no zap que a galera de Israel tá livre do corona pq tão bebendo bicarbonato de sódio com limão kkk",f,2020-04-30 06:03:11+00:00,0.0,6.0,,,1.25573945580733e+18,Chá de limão com bicarbonato quente cura coronavírus
Limão com bicarbonato não cura covid-19 e pode fazer mal à saúde (Via @Comprova) https://tinyurl.com/y9hmolck,t,2020-04-22 00:00:00+00:00,10.0,24.0,@Comprova,,1.2527489544768e+18,Chá de limão com bicarbonato quente cura coronavírus
"segundo a notícia que passaram no zap da minha tia, limão e bicarbonato elimina o COVID-19 do corpo",f,2020-04-20 10:27:17+00:00,0.0,4.0,,,1.25218204163601e+18,Chá de limão com bicarbonato quente cura coronavírus
Fake news de coronavírus! Chá de limão com bicarbonato NÃO mata imediatamente o vírus! E tomar álcool puro NÃO é uma cura (e ainda por cima mata!) https://www.facebook.com/poeiraestelarbrasil/photos/a.1994797107278466/2996643057093861/?type=3&amp,t,,,0.0,,,,
" Sabe aquela história de que limão com bicarbonato cura a Covid-19? Fake! Tem 2 sites que ajudam a identificar: o Comprova (https://projetocomprova.com.br/) e o Boatos (https://www.boatos.org/). Antes de divulgar, ou mesmo, antes de acreditar, consulte esses sites.",t,2020-04-16 11:00:34+00:00,0.0,0.0,,,1.25074086687824e+18,Chá de limão com bicarbonato quente cura coronavírus
"Minha avó descobriu a cura do corona vírus esses dias: ""Fia, toma limão com bicarbonato de sódio, melhora na hora!"" ",f,2020-04-13 20:48:27+00:00,0.0,0.0,,,1.24980164575777e+18,Chá de limão com bicarbonato quente cura coronavírus
Segundo a corrente do zap que minha avó mandou a cura do Corona vírus é bicarbonato e limão amém,f,2020-04-12 22:29:32+00:00,0.0,5.0,,,1.24946469749936e+18,Chá de limão com bicarbonato quente cura coronavírus
"Suposta fakenews: Fiz, obtive resultados. Vou partilhar: Gargarejo de bicarbonato e limão cura o coronavirus. Eu não afirmo nada, porém tive um resfriado com características semelhantes sem teste. Tomei 2 c. de chá de bicarbonato e água em 3 dias me curei. Vou continuar tomando.",f,2020-04-11 03:55:47+00:00,0.0,0.0,,,1.24882202575966e+18,Chá de limão com bicarbonato quente cura coronavírus
"Acabei de sair do Hosp. Unimed da Barra, onde meu primo Vilmar de 67 anos, há 16 dias foi detectado com o COVID-19 e hoje após tratamento com limão e bicarbonato, está CURADO e sem azias.",f,2020-04-09 13:17:09+00:00,0.0,0.0,,,1.24823852185017e+18,Chá de limão com bicarbonato quente cura coronavírus
"O Chines Xieka Pah Gondim afirmou ao Tv Arriégua ter se curado do COVID usando uma bebida de limão, aguardente, mel e bicarbonato de sodio. ",f,2020-04-08 20:01:27+00:00,0.0,1.0,,,1.24797788152081e+18,Chá de limão com bicarbonato quente cura coronavírus
"Gente, alimentos milagrosos não existem. Não será o chá de limão com bicarbonato que vai te curar ou prevenir a Covid-19. O QUE VAI EFETIVAMENTE AJUDAR O SEU SISTEMA IMUNE: Alimentação completa (em qualidade e quantidade), dormir bem, beber bastante água e cuidar das emoções.",t,2020-04-08 03:00:53+00:00,2.0,3.0,,,1.24772104634784e+18,Chá de limão com bicarbonato quente cura coronavírus
"Pensando em ligar pra @Elisa_Carolinah pra ela explicar pros meu avô que bicarbonato, limão e água não vai fazer absolutamente nada pra combater o corona",t,2020-04-07 19:54:53+00:00,0.0,5.0,,,1.2476138398662e+18,Chá de limão com bicarbonato quente cura coronavírus
Minha mãe fez limão com bicarbonato pra aumentar a imunidade contra o corona kkkkkkkkkkkk,f,2020-04-06 21:26:19+00:00,0.0,0.0,,,1.24727446205724e+18,Chá de limão com bicarbonato quente cura coronavírus
perdi tudo com o motorista do ônibus mandando no grupo que da pra curar o corona vírus com limão e bicarbonato,f,2020-04-06 18:17:49+00:00,0.0,0.0,,,1.24722702194148e+18,Chá de limão com bicarbonato quente cura coronavírus
Mãe me mandando mensagem falando que limão e bicarbonato cura o corona...... ,f,2020-04-06 14:46:16+00:00,0.0,0.0,,,1.24717378513813e+18,Chá de limão com bicarbonato quente cura coronavírus
Chá de limão com bicarbonato quente cura coronavírus - É FAKE NEWS!,t,2020-04-06 01:35:03+00:00,0.0,0.0,,,1.24697467044176e+18,Chá de limão com bicarbonato quente cura coronavírus
gente acabei de descobrir via zap que a cura pro coronavirus é limão e bicarbonato de sódio,f,2020-04-06 01:09:05+00:00,0.0,6.0,,,1.24696813297726e+18,Chá de limão com bicarbonato quente cura coronavírus
